,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Period
9481,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,International,A,2672,Deplaned,2672,2012,April,2012-04-01
9482,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,International,A,3011,Enplaned,3011,2012,April,2012-04-01
9483,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6222,Deplaned,6222,2012,April,2012-04-01
9484,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6089,Enplaned,6089,2012,April,2012-04-01
9485,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,167,Deplaned,167,2012,April,2012-04-01
9486,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,183,Enplaned,183,2012,April,2012-04-01
9487,Swissport USA,,Swissport USA,,International,Europe,Thru / Transit,Other,International,A,93,Thru / Transit * 2,186,2012,April,2012-04-01
9488,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,A,4938,Deplaned,4938,2012,April,2012-04-01
9489,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,A,4525,Enplaned,4525,2012,April,2012-04-01
9490,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,B,57109,Deplaned,57109,2012,April,2012-04-01
9491,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,B,55895,Enplaned,55895,2012,April,2012-04-01
9492,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,115755,Deplaned,115755,2012,April,2012-04-01
9493,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,116676,Enplaned,116676,2012,April,2012-04-01
9494,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,International,G,39228,Deplaned,39228,2012,April,2012-04-01
9495,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,International,G,42598,Enplaned,42598,2012,April,2012-04-01
9496,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,18347,Deplaned,18347,2012,April,2012-04-01
9497,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,18532,Enplaned,18532,2012,April,2012-04-01
9498,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,205,Thru / Transit * 2,410,2012,April,2012-04-01
9499,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,348591,Deplaned,348591,2012,April,2012-04-01
9500,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,352098,Enplaned,352098,2012,April,2012-04-01
9501,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,3909,Thru / Transit * 2,7818,2012,April,2012-04-01
9502,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,71406,Deplaned,71406,2012,April,2012-04-01
9503,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,61382,Enplaned,61382,2012,April,2012-04-01
9504,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,616,Thru / Transit * 2,1232,2012,April,2012-04-01
9505,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,9180,Deplaned,9180,2012,April,2012-04-01
9506,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,7572,Enplaned,7572,2012,April,2012-04-01
9507,United Airlines,UA,United Airlines,UA,International,Australia,Thru / Transit,Other,International,G,589,Thru / Transit * 2,1178,2012,April,2012-04-01
9508,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,10687,Deplaned,10687,2012,April,2012-04-01
9509,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,11327,Enplaned,11327,2012,April,2012-04-01
9510,United Airlines,UA,United Airlines,UA,International,North America,Thru / Transit,Other,Terminal 3,F,78,Thru / Transit * 2,156,2012,April,2012-04-01
9511,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,26203,Deplaned,26203,2012,April,2012-04-01
9512,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,28081,Enplaned,28081,2012,April,2012-04-01
9513,United Airlines,UA,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,849,Thru / Transit * 2,1698,2012,April,2012-04-01
9514,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,23013,Deplaned,23013,2012,April,2012-04-01
9515,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,18117,Enplaned,18117,2012,April,2012-04-01
9516,Virgin America,VX,Virgin America,VX,Domestic,North America,Deplaned,Low Fare,Terminal 2,D,157478,Deplaned,157478,2012,April,2012-04-01
9517,Virgin America,VX,Virgin America,VX,Domestic,North America,Enplaned,Low Fare,Terminal 2,D,158587,Enplaned,158587,2012,April,2012-04-01
9518,Virgin America,VX,Virgin America,VX,International,South America,Deplaned,Low Fare,International,A,7067,Deplaned,7067,2012,April,2012-04-01
9519,Virgin America,VX,Virgin America,VX,International,South America,Enplaned,Low Fare,Terminal 2,D,6244,Enplaned,6244,2012,April,2012-04-01
9520,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9839,Deplaned,9839,2012,April,2012-04-01
9521,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10709,Enplaned,10709,2012,April,2012-04-01
9522,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Deplaned,Other,International,A,293,Deplaned,293,2012,April,2012-04-01
9523,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Enplaned,Other,International,A,443,Enplaned,443,2012,April,2012-04-01
9524,Aeromexico,AM,Aeromexico,AM,International,South America,Deplaned,Other,International,A,2982,Deplaned,2982,2012,May,2012-05-01
9525,Aeromexico,AM,Aeromexico,AM,International,South America,Enplaned,Other,International,A,2973,Enplaned,2973,2012,May,2012-05-01
9526,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,1816,Deplaned,1816,2012,May,2012-05-01
9527,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,1718,Enplaned,1718,2012,May,2012-05-01
9528,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,A,12726,Deplaned,12726,2012,May,2012-05-01
9529,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,A,13668,Enplaned,13668,2012,May,2012-05-01
9530,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,G,11747,Deplaned,11747,2012,May,2012-05-01
9531,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,G,12617,Enplaned,12617,2012,May,2012-05-01
9532,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7353,Deplaned,7353,2012,May,2012-05-01
9533,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7713,Enplaned,7713,2012,May,2012-05-01
9534,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,14156,Deplaned,14156,2012,May,2012-05-01
9535,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,16144,Enplaned,16144,2012,May,2012-05-01
9536,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Low Fare,International,G,7131,Deplaned,7131,2012,May,2012-05-01
9537,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Low Fare,International,G,57,Enplaned,57,2012,May,2012-05-01
9538,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,5501,Enplaned,5501,2012,May,2012-05-01
9539,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,18793,Deplaned,18793,2012,May,2012-05-01
9540,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,18927,Enplaned,18927,2012,May,2012-05-01
9541,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,33449,Deplaned,33449,2012,May,2012-05-01
9542,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,34438,Enplaned,34438,2012,May,2012-05-01
9543,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,5679,Deplaned,5679,2012,May,2012-05-01
9544,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Enplaned,Other,Terminal 1,B,5533,Enplaned,5533,2012,May,2012-05-01
9545,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6812,Deplaned,6812,2012,May,2012-05-01
9546,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7537,Enplaned,7537,2012,May,2012-05-01
9547,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 2,D,143443,Deplaned,143443,2012,May,2012-05-01
9548,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 2,D,139477,Enplaned,139477,2012,May,2012-05-01
9549,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8557,Deplaned,8557,2012,May,2012-05-01
9550,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8098,Enplaned,8098,2012,May,2012-05-01
9551,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18722,Deplaned,18722,2012,May,2012-05-01
9552,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19024,Enplaned,19024,2012,May,2012-05-01
9553,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21197,Deplaned,21197,2012,May,2012-05-01
9554,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,21763,Enplaned,21763,2012,May,2012-05-01
9555,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9354,Deplaned,9354,2012,May,2012-05-01
9556,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10816,Enplaned,10816,2012,May,2012-05-01
9557,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,111623,Deplaned,111623,2012,May,2012-05-01
9558,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,113207,Enplaned,113207,2012,May,2012-05-01
9559,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,5578,Deplaned,5578,2012,May,2012-05-01
9560,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5533,Enplaned,5533,2012,May,2012-05-01
9561,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12236,Deplaned,12236,2012,May,2012-05-01
9562,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13525,Enplaned,13525,2012,May,2012-05-01
9563,Emirates ,EK,Emirates ,EK,International,Asia,Deplaned,Other,International,A,9685,Deplaned,9685,2012,May,2012-05-01
9564,Emirates ,EK,Emirates ,EK,International,Asia,Enplaned,Other,International,A,9308,Enplaned,9308,2012,May,2012-05-01
9565,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Deplaned,Low Fare,Terminal 1,C,19587,Deplaned,19587,2012,May,2012-05-01
9566,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Enplaned,Low Fare,Terminal 1,C,18659,Enplaned,18659,2012,May,2012-05-01
9567,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Deplaned,Other,International,A,8521,Deplaned,8521,2012,May,2012-05-01
9568,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Enplaned,Other,International,A,8244,Enplaned,8244,2012,May,2012-05-01
9569,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,5496,Deplaned,5496,2012,May,2012-05-01
9570,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,6649,Enplaned,6649,2012,May,2012-05-01
9571,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5346,Deplaned,5346,2012,May,2012-05-01
9572,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6572,Enplaned,6572,2012,May,2012-05-01
9573,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Deplaned,Low Fare,International,A,43952,Deplaned,43952,2012,May,2012-05-01
9574,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,North America,Enplaned,Low Fare,International,A,43785,Enplaned,43785,2012,May,2012-05-01
9575,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11365,Deplaned,11365,2012,May,2012-05-01
9576,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11987,Enplaned,11987,2012,May,2012-05-01
9577,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6688,Deplaned,6688,2012,May,2012-05-01
9578,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6851,Enplaned,6851,2012,May,2012-05-01
9579,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2970,Deplaned,2970,2012,May,2012-05-01
9580,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2800,Enplaned,2800,2012,May,2012-05-01
9581,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22853,Deplaned,22853,2012,May,2012-05-01
9582,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23927,Enplaned,23927,2012,May,2012-05-01
9583,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11675,Deplaned,11675,2012,May,2012-05-01
9584,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11234,Enplaned,11234,2012,May,2012-05-01
9585,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14308,Deplaned,14308,2012,May,2012-05-01
9586,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,16193,Enplaned,16193,2012,May,2012-05-01
9587,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,21839,Deplaned,21839,2012,May,2012-05-01
9588,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,20688,Enplaned,20688,2012,May,2012-05-01
9589,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,151873,Deplaned,151873,2012,May,2012-05-01
9590,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,149479,Enplaned,149479,2012,May,2012-05-01
9591,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,International,G,2355,Deplaned,2355,2012,May,2012-05-01
9592,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,9383,Deplaned,9383,2012,May,2012-05-01
9593,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,13125,Enplaned,13125,2012,May,2012-05-01
9594,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,127644,Deplaned,127644,2012,May,2012-05-01
9595,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,125198,Enplaned,125198,2012,May,2012-05-01
9596,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,North America,Thru / Transit,Low Fare,Terminal 1,B,103,Thru / Transit * 2,206,2012,May,2012-05-01
9597,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,International,A,3487,Deplaned,3487,2012,May,2012-05-01
9598,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,International,A,3582,Enplaned,3582,2012,May,2012-05-01
9599,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6238,Deplaned,6238,2012,May,2012-05-01
9600,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6461,Enplaned,6461,2012,May,2012-05-01
9601,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,A,5142,Deplaned,5142,2012,May,2012-05-01
9602,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,A,4905,Enplaned,4905,2012,May,2012-05-01
9603,US Airways,US ,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,B,69551,Deplaned,69551,2012,May,2012-05-01
9604,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,B,65113,Enplaned,65113,2012,May,2012-05-01
9605,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,133519,Deplaned,133519,2012,May,2012-05-01
9606,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,137045,Enplaned,137045,2012,May,2012-05-01
9607,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,International,G,40256,Deplaned,40256,2012,May,2012-05-01
9608,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,International,G,44592,Enplaned,44592,2012,May,2012-05-01
9609,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,19019,Deplaned,19019,2012,May,2012-05-01
9610,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,19306,Enplaned,19306,2012,May,2012-05-01
9611,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,171,Thru / Transit * 2,342,2012,May,2012-05-01
9612,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,361349,Deplaned,361349,2012,May,2012-05-01
9613,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,366814,Enplaned,366814,2012,May,2012-05-01
9614,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,3234,Thru / Transit * 2,6468,2012,May,2012-05-01
9615,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,70695,Deplaned,70695,2012,May,2012-05-01
9616,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,73170,Enplaned,73170,2012,May,2012-05-01
9617,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,470,Thru / Transit * 2,940,2012,May,2012-05-01
9618,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,9249,Deplaned,9249,2012,May,2012-05-01
9619,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,6631,Enplaned,6631,2012,May,2012-05-01
9620,United Airlines,UA,United Airlines,UA,International,Australia,Thru / Transit,Other,International,G,470,Thru / Transit * 2,940,2012,May,2012-05-01
9621,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,14462,Deplaned,14462,2012,May,2012-05-01
9622,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,11984,Enplaned,11984,2012,May,2012-05-01
9623,United Airlines,UA,United Airlines,UA,International,North America,Thru / Transit,Other,Terminal 3,F,158,Thru / Transit * 2,316,2012,May,2012-05-01
9624,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,29158,Deplaned,29158,2012,May,2012-05-01
9625,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,32200,Enplaned,32200,2012,May,2012-05-01
9626,United Airlines,UA,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,156,Thru / Transit * 2,312,2012,May,2012-05-01
9627,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,21812,Deplaned,21812,2012,May,2012-05-01
9628,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,21886,Enplaned,21886,2012,May,2012-05-01
9629,Virgin America,VX,Virgin America,VX,Domestic,North America,Deplaned,Low Fare,Terminal 2,D,160854,Deplaned,160854,2012,May,2012-05-01
9630,Virgin America,VX,Virgin America,VX,Domestic,North America,Enplaned,Low Fare,Terminal 2,D,162892,Enplaned,162892,2012,May,2012-05-01
9631,Virgin America,VX,Virgin America,VX,International,South America,Deplaned,Low Fare,International,A,6121,Deplaned,6121,2012,May,2012-05-01
9632,Virgin America,VX,Virgin America,VX,International,South America,Enplaned,Low Fare,Terminal 2,D,6257,Enplaned,6257,2012,May,2012-05-01
9633,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13250,Deplaned,13250,2012,May,2012-05-01
9634,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,12374,Enplaned,12374,2012,May,2012-05-01
9635,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Deplaned,Other,International,A,7125,Deplaned,7125,2012,May,2012-05-01
9636,WestJet Airlines,WS,WestJet Airlines,WS,International,North America,Enplaned,Other,International,A,7175,Enplaned,7175,2012,May,2012-05-01
9637,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,106,Deplaned,106,2012,May,2012-05-01
9638,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,166,Enplaned,166,2012,May,2012-05-01
9639,Aeromexico,AM,Aeromexico,AM,International,South America,Deplaned,Other,International,A,2963,Deplaned,2963,2012,June,2012-06-01
9640,Aeromexico,AM,Aeromexico,AM,International,South America,Enplaned,Other,International,A,3658,Enplaned,3658,2012,June,2012-06-01
9641,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,3382,Deplaned,3382,2012,June,2012-06-01
9642,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,2998,Enplaned,2998,2012,June,2012-06-01
9643,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,A,15073,Deplaned,15073,2012,June,2012-06-01
9644,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,A,13347,Enplaned,13347,2012,June,2012-06-01
9645,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,International,G,12332,Deplaned,12332,2012,June,2012-06-01
9646,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,International,G,16375,Enplaned,16375,2012,June,2012-06-01
9647,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7211,Deplaned,7211,2012,June,2012-06-01
9648,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,20728,Deplaned,20728,2012,June,2012-06-01
9649,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,20797,Enplaned,20797,2012,June,2012-06-01
9650,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Other,International,G,8126,Deplaned,8126,2012,June,2012-06-01
9651,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,6758,Enplaned,6758,2012,June,2012-06-01
9652,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,23408,Deplaned,23408,2012,June,2012-06-01
9653,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,24523,Enplaned,24523,2012,June,2012-06-01
9654,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,38298,Deplaned,38298,2012,June,2012-06-01
9655,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,39134,Enplaned,39134,2012,June,2012-06-01
9656,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,5969,Deplaned,5969,2012,June,2012-06-01
9657,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Enplaned,Other,Terminal 1,B,6169,Enplaned,6169,2012,June,2012-06-01
9658,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7499,Deplaned,7499,2012,June,2012-06-01
9659,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7316,Enplaned,7316,2012,June,2012-06-01
9660,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 2,D,139460,Deplaned,139460,2012,June,2012-06-01
9661,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 2,D,141404,Enplaned,141404,2012,June,2012-06-01
9662,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8328,Deplaned,8328,2012,June,2012-06-01
9663,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8553,Enplaned,8553,2012,June,2012-06-01
9664,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18661,Deplaned,18661,2012,June,2012-06-01
9665,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18712,Enplaned,18712,2012,June,2012-06-01
9666,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20405,Deplaned,20405,2012,June,2012-06-01
9667,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,22435,Enplaned,22435,2012,June,2012-06-01
9668,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10194,Deplaned,10194,2012,June,2012-06-01
9669,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10838,Enplaned,10838,2012,June,2012-06-01
9670,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,143644,Deplaned,143644,2012,June,2012-06-01
9671,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,149152,Enplaned,149152,2012,June,2012-06-01
9672,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,5995,Deplaned,5995,2012,June,2012-06-01
9673,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,6213,Enplaned,6213,2012,June,2012-06-01
9674,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13595,Deplaned,13595,2012,June,2012-06-01
9675,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,15226,Enplaned,15226,2012,June,2012-06-01
9676,Emirates ,EK,Emirates ,EK,International,Asia,Deplaned,Other,International,A,9712,Deplaned,9712,2012,June,2012-06-01
9677,Emirates ,EK,Emirates ,EK,International,Asia,Enplaned,Other,International,A,10035,Enplaned,10035,2012,June,2012-06-01
9678,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Deplaned,Low Fare,Terminal 1,C,17895,Deplaned,17895,2012,June,2012-06-01
9679,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Enplaned,Low Fare,Terminal 1,C,18362,Enplaned,18362,2012,June,2012-06-01
